step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,
398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
401,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
404,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
405,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
411,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
421,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
422,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
425,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
426,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
427,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
428,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
430,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
431,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
432,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
433,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
434,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
435,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
436,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
438,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
439,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
440,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
441,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
442,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
443,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
444,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
445,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
446,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,
448,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
449,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
450,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
451,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
452,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
453,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
454,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
456,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
458,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
459,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
460,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
461,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
462,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
463,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
464,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,
466,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
467,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
468,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
469,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
470,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
471,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
472,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
473,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,
474,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
475,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
476,38.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
478,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
479,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
480,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
481,44.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
482,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,
484,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
485,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
486,54.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
487,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
488,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
489,57.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,
490,57.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,
491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
492,67.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,
493,78.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,
494,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
495,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,
496,52.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,
497,56.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,
498,197.0,39.0,0.0,0.0,0.0,31.0,0.0,0.0,
499,62.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,
500,62.0,25.0,0.0,0.0,0.0,41.0,0.0,0.0,
501,0.0,14.0,0.0,0.0,0.0,30.0,0.0,0.0,
502,61.0,41.0,0.0,0.0,0.0,58.0,0.0,1.0,
503,56.0,49.0,0.0,0.0,0.0,55.0,0.0,0.0,
504,62.0,104.0,0.0,0.0,0.0,72.0,0.0,0.0,
505,61.0,68.0,0.0,0.0,0.0,62.0,0.0,0.0,
506,69.0,76.0,0.0,0.0,0.0,79.0,0.0,133.0,
507,70.0,9.0,0.0,0.0,0.0,97.0,0.0,121.0,
508,72.0,85.0,0.0,0.0,0.0,96.0,0.0,0.0,
509,31.0,86.0,0.0,0.0,0.0,133.0,0.0,0.0,
510,67.0,97.0,0.0,0.0,0.0,126.0,0.0,0.0,
511,246.0,97.0,0.0,0.0,0.0,132.0,0.0,7.0,
512,121.0,151.0,0.0,0.0,0.0,157.0,0.0,0.0,
513,82.0,101.0,0.0,0.0,0.0,161.0,0.0,150.0,
514,0.0,104.0,4.0,0.0,0.0,187.0,0.0,0.0,
515,0.0,46.0,10.0,0.0,0.0,219.0,0.0,0.0,
516,73.0,104.0,17.0,0.0,0.0,216.0,0.0,0.0,
517,77.0,117.0,21.0,0.0,0.0,252.0,0.0,1.0,
518,77.0,49.0,29.0,0.0,0.0,262.0,0.0,11.0,
519,224.0,83.0,29.0,0.0,0.0,287.0,0.0,6.0,
520,79.0,103.0,45.0,0.0,0.0,353.0,0.0,6.0,
521,77.0,104.0,56.0,0.0,0.0,320.0,0.0,12.0,
522,0.0,143.0,73.0,0.0,0.0,422.0,0.0,142.0,
523,86.0,105.0,83.0,0.0,0.0,428.0,0.0,7.0,
524,85.0,111.0,85.0,0.0,0.0,468.0,0.0,26.0,
525,81.0,82.0,104.0,0.0,0.0,505.0,0.0,0.0,
526,81.0,108.0,125.0,0.0,0.0,539.0,0.0,12.0,
527,269.0,104.0,155.0,0.0,0.0,575.0,0.0,0.0,
528,85.0,105.0,193.0,0.0,0.0,614.0,0.0,4.0,
529,89.0,110.0,215.0,0.0,0.0,614.0,0.0,22.0,
530,0.0,106.0,235.0,0.0,0.0,689.0,0.0,6.0,
531,131.0,142.0,265.0,0.0,0.0,703.0,0.0,10.0,
532,110.0,115.0,276.0,0.0,0.0,764.0,0.0,34.0,
533,0.0,118.0,327.0,0.0,0.0,730.0,0.0,16.0,
534,0.0,33.0,378.0,0.0,0.0,731.0,0.0,21.0,
535,87.0,105.0,430.0,0.0,0.0,749.0,0.0,0.0,
536,96.0,135.0,480.0,0.0,0.0,807.0,0.0,15.0,
537,242.0,179.0,549.0,0.0,0.0,822.0,0.0,24.0,
538,94.0,118.0,612.0,0.0,0.0,772.0,0.0,29.0,
539,102.0,116.0,710.0,0.0,0.0,818.0,0.0,27.0,
540,2.0,40.0,796.0,0.0,0.0,794.0,0.0,31.0,
541,117.0,109.0,902.0,0.0,0.0,846.0,0.0,23.0,
542,110.0,117.0,975.0,0.0,0.0,855.0,0.0,25.0,
543,103.0,189.0,1022.0,0.0,0.0,888.0,0.0,16.0,
544,105.0,123.0,1116.0,0.0,0.0,902.0,0.0,44.0,
545,114.0,118.0,1173.0,0.0,0.0,912.0,0.0,332.0,
546,107.0,13.0,1206.0,0.0,0.0,945.0,0.0,45.0,
547,110.0,119.0,1255.0,0.0,0.0,1023.0,0.0,46.0,
548,249.0,117.0,1303.0,0.0,0.0,1064.0,0.0,0.0,
549,111.0,116.0,1364.0,0.0,0.0,1125.0,0.0,0.0,
550,135.0,116.0,1371.0,0.0,0.0,1236.0,0.0,0.0,
551,282.0,117.0,1432.0,0.0,0.0,1288.0,0.0,37.0,
552,398.0,192.0,1446.0,0.0,0.0,1347.0,0.0,34.0,
553,120.0,121.0,1477.0,0.0,0.0,1350.0,0.0,304.0,
554,112.0,124.0,1472.0,0.0,0.0,1354.0,0.0,45.0,
555,0.0,54.0,1492.0,0.0,0.0,1320.0,0.0,54.0,
556,126.0,121.0,1503.0,0.0,0.0,1341.0,0.0,0.0,
557,136.0,133.0,1520.0,0.0,0.0,1344.0,0.0,47.0,
558,430.0,169.0,1522.0,0.0,0.0,1354.0,0.0,46.0,
559,140.0,124.0,1538.0,0.0,0.0,1314.0,0.0,52.0,
560,124.0,118.0,1574.0,0.0,0.0,1337.0,0.0,56.0,
561,0.0,131.0,1562.0,0.0,0.0,1376.0,0.0,100.0,
562,149.0,125.0,1499.0,0.0,0.0,1397.0,0.0,63.0,
563,152.0,119.0,1527.0,0.0,0.0,1403.0,0.0,83.0,
564,140.0,199.0,1556.0,0.0,0.0,1410.0,0.0,0.0,
565,140.0,136.0,1572.0,0.0,0.0,1376.0,0.0,70.0,
566,142.0,125.0,1570.0,0.0,0.0,1331.0,0.0,433.0,
567,164.0,13.0,1580.0,0.0,0.0,1306.0,0.0,224.0,
568,155.0,129.0,1570.0,0.0,0.0,1364.0,0.0,101.0,
569,123.0,125.0,1560.0,0.0,0.0,1386.0,0.0,0.0,
570,0.0,126.0,1564.0,0.0,0.0,1451.0,0.0,98.0,
571,185.0,132.0,1525.0,0.0,0.0,1468.0,0.0,76.0,
572,267.0,132.0,1574.0,0.0,0.0,1406.0,0.0,109.0,
573,519.0,188.0,1562.0,0.0,0.0,1440.0,0.0,81.0,
574,169.0,150.0,1619.0,0.0,0.0,1445.0,0.0,469.0,
575,164.0,157.0,1632.0,0.0,0.0,1474.0,0.0,94.0,
576,0.0,134.0,1653.0,0.0,0.0,1482.0,0.0,125.0,
577,208.0,144.0,1685.0,0.0,0.0,1472.0,0.0,0.0,
578,204.0,146.0,1682.0,0.0,0.0,1513.0,0.0,114.0,
579,635.0,147.0,1679.0,0.0,0.0,1561.0,0.0,133.0,
580,199.0,151.0,1689.0,0.0,0.0,1570.0,0.0,121.0,
581,221.0,150.0,1720.0,0.0,0.0,1581.0,0.0,125.0,
582,0.0,149.0,1685.0,0.0,0.0,1591.0,0.0,202.0,
583,224.0,153.0,1675.0,0.0,0.0,1630.0,0.0,139.0,
584,201.0,150.0,1692.0,0.0,0.0,1567.0,0.0,132.0,
585,208.0,237.0,1663.0,0.0,0.0,1613.0,0.0,0.0,
586,222.0,163.0,1662.0,0.0,0.0,1620.0,0.0,151.0,
587,226.0,156.0,1645.0,0.0,0.0,1574.0,0.0,689.0,
588,235.0,46.0,1673.0,0.0,0.0,1542.0,0.0,552.0,
589,272.0,159.0,1663.0,0.0,0.0,1557.0,0.0,164.0,
590,195.0,159.0,1658.0,0.0,0.0,1591.0,0.0,133.0,
591,246.0,172.0,1699.0,0.0,0.0,1581.0,0.0,0.0,
592,976.0,164.0,1657.0,0.0,0.0,1566.0,0.0,182.0,
593,289.0,191.0,1650.0,0.0,0.0,1551.0,0.0,221.0,
594,277.0,175.0,1612.0,0.0,0.0,1550.0,0.0,803.0,
595,0.0,178.0,1649.0,0.0,0.0,1482.0,0.0,215.0,
596,87.0,76.0,1646.0,0.0,0.0,1504.0,0.0,247.0,
597,290.0,175.0,1638.0,0.0,0.0,1532.0,0.0,0.0,
598,329.0,232.0,1641.0,0.0,0.0,1517.0,0.0,233.0,
599,683.0,260.0,1654.0,0.0,0.0,1553.0,0.0,286.0,
600,324.0,177.0,1638.0,0.0,0.0,1444.0,0.0,299.0,
601,308.0,174.0,1630.0,0.0,0.0,1474.0,0.0,271.0,
602,150.0,100.0,1594.0,0.0,0.0,1428.0,0.0,266.0,
603,351.0,200.0,1616.0,0.0,0.0,1483.0,0.0,284.0,
604,374.0,191.0,1609.0,0.0,0.0,1452.0,0.0,352.0,
605,350.0,188.0,1592.0,0.0,0.0,1430.0,0.0,376.0,
606,361.0,236.0,1597.0,0.0,0.0,1405.0,0.0,0.0,
607,362.0,186.0,1631.0,0.0,0.0,1430.0,0.0,336.0,
608,505.0,193.0,1611.0,0.0,0.0,1458.0,0.0,530.0,
609,362.0,91.0,1640.0,0.0,0.0,1379.0,0.0,1044.0,
610,363.0,193.0,1619.0,0.0,0.0,1438.0,0.0,302.0,
611,0.0,194.0,1642.0,0.0,0.0,1462.0,0.0,295.0,
612,363.0,190.0,1580.0,0.0,0.0,1444.0,0.0,0.0,
613,1160.0,194.0,1609.0,0.0,0.0,1425.0,0.0,305.0,
614,1038.0,274.0,1634.0,0.0,0.0,1531.0,0.0,307.0,
615,369.0,201.0,1605.0,0.0,0.0,1440.0,0.0,1125.0,
616,409.0,209.0,1604.0,0.0,0.0,1452.0,0.0,318.0,
617,0.0,118.0,1632.0,0.0,0.0,1398.0,0.0,311.0,
618,393.0,203.0,1616.0,0.0,0.0,1445.0,0.0,0.0,
619,380.0,214.0,1602.0,0.0,0.0,1459.0,0.0,355.0,
620,1254.0,256.0,1595.0,0.0,0.0,1434.0,0.0,322.0,
621,407.0,201.0,1560.0,0.0,0.0,1418.0,0.0,384.0,
622,450.0,199.0,1544.0,0.0,0.0,1473.0,0.0,348.0,
623,0.0,201.0,1593.0,0.0,0.0,1440.0,0.0,361.0,
624,413.0,202.0,1592.0,0.0,0.0,1462.0,0.0,351.0,
625,433.0,219.0,1628.0,0.0,0.0,1477.0,0.0,389.0,
626,501.0,228.0,1651.0,0.0,0.0,1458.0,0.0,431.0,
627,517.0,165.0,1663.0,0.0,0.0,1454.0,0.0,147.0,
628,471.0,228.0,1716.0,0.0,0.0,1539.0,0.0,408.0,
629,1368.0,227.0,1741.0,0.0,0.0,1590.0,0.0,193.0,
630,484.0,239.0,1746.0,0.0,0.0,1576.0,33.0,452.0,
631,508.0,238.0,1731.0,0.0,0.0,1654.0,0.0,461.0,
632,0.0,240.0,1761.0,0.0,0.0,1756.0,0.0,533.0,
633,532.0,239.0,1689.0,0.0,0.0,1804.0,0.0,490.0,
634,832.0,252.0,1734.0,0.0,0.0,1843.0,9.0,521.0,
635,1470.0,288.0,1737.0,0.0,0.0,1854.0,18.0,528.0,
636,587.0,254.0,1757.0,0.0,0.0,1888.0,44.0,1629.0,
637,675.0,291.0,1748.0,0.0,0.0,1899.0,44.0,591.0,
638,175.0,265.0,1694.0,0.0,0.0,1902.0,51.0,607.0,
639,705.0,265.0,1661.0,0.0,0.0,1885.0,70.0,0.0,
640,776.0,272.0,1628.0,0.0,0.0,2001.0,103.0,753.0,
641,782.0,272.0,1569.0,0.0,0.0,2012.0,131.0,770.0,
642,687.0,195.0,1511.0,0.0,0.0,2031.0,70.0,829.0,
643,892.0,286.0,1515.0,0.0,0.0,2094.0,159.0,888.0,
644,1013.0,295.0,1521.0,0.0,0.0,2063.0,183.0,1004.0,
645,499.0,375.0,1492.0,0.0,0.0,2163.0,221.0,1085.0,
646,1122.0,306.0,1473.0,0.0,0.0,2109.0,190.0,1025.0,
647,1137.0,315.0,1452.0,0.0,0.0,2143.0,189.0,2235.0,
648,1154.0,211.0,1471.0,0.0,0.0,2108.0,201.0,1112.0,
649,1207.0,330.0,1457.0,0.0,0.0,2138.0,208.0,1125.0,
650,2139.0,326.0,1439.0,0.0,0.0,2139.0,205.0,46.0,
651,1225.0,327.0,1425.0,0.0,0.0,2163.0,286.0,1146.0,
652,1392.0,330.0,1442.0,0.0,0.0,2184.0,221.0,1189.0,
653,1042.0,337.0,1453.0,0.0,0.0,2181.0,226.0,1237.0,
654,1365.0,339.0,1429.0,0.0,0.0,2175.0,138.0,1478.0,
655,1307.0,344.0,1488.0,0.0,0.0,2149.0,250.0,1385.0,
656,1588.0,343.0,1450.0,0.0,0.0,2196.0,265.0,1498.0,
657,1474.0,359.0,1445.0,0.0,0.0,2153.0,284.0,2123.0,
658,1644.0,447.0,1466.0,0.0,0.0,2197.0,293.0,1578.0,
659,1639.0,372.0,1432.0,0.0,0.0,2193.0,332.0,1695.0,
660,1708.0,368.0,1436.0,0.0,0.0,2182.0,315.0,551.0,
661,1680.0,286.0,1433.0,0.0,0.0,2171.0,326.0,1791.0,
662,2574.0,350.0,1435.0,0.0,0.0,2156.0,270.0,1802.0,
663,1625.0,368.0,1478.0,0.0,0.0,2194.0,320.0,1694.0,
664,1701.0,361.0,1453.0,0.0,0.0,2187.0,392.0,1660.0,
665,463.0,386.0,1462.0,0.0,0.0,2188.0,361.0,2750.0,
666,1615.0,361.0,1481.0,0.0,0.0,2200.0,304.0,1591.0,
667,1580.0,355.0,1500.0,0.0,0.0,2232.0,294.0,1597.0,
668,1492.0,331.0,1550.0,0.0,0.0,2186.0,220.0,667.0,
669,1481.0,251.0,1592.0,0.0,0.0,2111.0,297.0,1671.0,
670,1469.0,361.0,1628.0,0.0,0.0,2215.0,287.0,1513.0,
671,1997.0,349.0,1634.0,0.0,0.0,2183.0,277.0,502.0,
672,1426.0,352.0,1655.0,0.0,0.0,2180.0,350.0,1307.0,
673,1757.0,354.0,1614.0,0.0,0.0,2181.0,275.0,1472.0,
674,1495.0,352.0,1620.0,0.0,0.0,2257.0,277.0,1576.0,
675,1431.0,353.0,1617.0,0.0,0.0,2181.0,180.0,1969.0,
676,715.0,359.0,1640.0,0.0,0.0,2184.0,276.0,1489.0,
677,1458.0,335.0,1609.0,0.0,0.0,2181.0,276.0,1579.0,
678,1425.0,351.0,1640.0,0.0,0.0,2185.0,284.0,1483.0,
679,1510.0,442.0,1634.0,0.0,0.0,2172.0,272.0,1475.0,
680,1464.0,374.0,1649.0,0.0,0.0,2186.0,320.0,1498.0,
681,1452.0,354.0,1639.0,0.0,0.0,2204.0,278.0,497.0,
682,1437.0,287.0,1713.0,0.0,0.0,2151.0,286.0,1520.0,
683,2287.0,328.0,1743.0,0.0,0.0,2242.0,218.0,1555.0,
684,1423.0,380.0,1816.0,0.0,0.0,2230.0,282.0,1449.0,
685,1502.0,384.0,1845.0,0.0,0.0,2278.0,322.0,1448.0,
686,267.0,446.0,1856.0,0.0,0.0,2278.0,353.0,2557.0,
687,1479.0,383.0,1845.0,0.0,0.0,2275.0,281.0,1423.0,
688,1439.0,378.0,1818.0,0.0,0.0,2260.0,276.0,1540.0,
689,1441.0,344.0,1777.0,0.0,0.0,2210.0,196.0,622.0,
690,1428.0,393.0,1842.0,0.0,0.0,2243.0,280.0,1420.0,
691,1426.0,384.0,1837.0,0.0,0.0,2242.0,282.0,1415.0,
692,1454.0,378.0,1784.0,0.0,0.0,2253.0,273.0,664.0,
693,1493.0,390.0,1838.0,0.0,0.0,2308.0,330.0,574.0,
694,2286.0,380.0,1799.0,0.0,0.0,2270.0,279.0,1495.0,
695,1464.0,397.0,1842.0,0.0,0.0,2281.0,283.0,1532.0,
696,1433.0,394.0,1825.0,0.0,0.0,2227.0,176.0,2636.0,
697,572.0,386.0,1848.0,0.0,0.0,2336.0,287.0,1444.0,
698,1394.0,359.0,1846.0,0.0,0.0,2268.0,274.0,1463.0,
699,1494.0,390.0,1896.0,0.0,0.0,2264.0,280.0,1274.0,
700,1446.0,467.0,1888.0,0.0,0.0,2319.0,277.0,1446.0,
701,1634.0,427.0,1862.0,0.0,0.0,2293.0,356.0,1527.0,
702,1441.0,390.0,1844.0,0.0,0.0,2291.0,294.0,1500.0,
703,1499.0,347.0,1832.0,0.0,0.0,2247.0,301.0,1459.0,
704,1982.0,305.0,1883.0,0.0,0.0,2293.0,210.0,1541.0,
705,1458.0,384.0,1845.0,0.0,0.0,2254.0,279.0,1437.0,
706,1487.0,387.0,1852.0,0.0,0.0,2278.0,300.0,1433.0,
707,377.0,460.0,1865.0,0.0,0.0,2297.0,349.0,2424.0,
708,1445.0,387.0,1834.0,0.0,0.0,2321.0,282.0,1522.0,
709,1441.0,383.0,1845.0,0.0,0.0,2311.0,276.0,1533.0,
710,1463.0,381.0,1885.0,0.0,0.0,2267.0,277.0,2717.0,
711,1428.0,272.0,1827.0,0.0,0.0,2293.0,305.0,2262.0,
712,1494.0,385.0,1844.0,0.0,0.0,2261.0,274.0,1433.0,
713,1458.0,388.0,1848.0,0.0,0.0,2276.0,278.0,1516.0,
714,1453.0,386.0,1823.0,0.0,0.0,2281.0,276.0,411.0,
715,2648.0,381.0,1861.0,0.0,0.0,2279.0,280.0,1518.0,
716,1513.0,415.0,1843.0,0.0,0.0,2287.0,282.0,1502.0,
717,1432.0,390.0,1824.0,0.0,0.0,2255.0,184.0,2626.0,
718,648.0,379.0,1912.0,0.0,0.0,2329.0,282.0,1436.0,
719,1240.0,300.0,1831.0,0.0,0.0,2275.0,272.0,1452.0,
720,1496.0,386.0,1847.0,0.0,0.0,2294.0,272.0,565.0,
721,1440.0,446.0,1851.0,0.0,0.0,2333.0,293.0,1483.0,
722,1980.0,459.0,1854.0,0.0,0.0,2362.0,346.0,1540.0,
723,1437.0,388.0,1877.0,0.0,0.0,2297.0,276.0,1505.0,
724,1523.0,390.0,1848.0,0.0,0.0,2303.0,284.0,1437.0,
725,1382.0,304.0,1821.0,0.0,0.0,2284.0,206.0,1445.0,
726,1433.0,388.0,1833.0,0.0,0.0,2365.0,289.0,1428.0,
727,1450.0,375.0,1707.0,0.0,0.0,2344.0,295.0,1422.0,
728,651.0,455.0,1614.0,0.0,0.0,2334.0,326.0,2009.0,
729,1445.0,375.0,1511.0,0.0,0.0,2321.0,279.0,1484.0,
730,1443.0,367.0,1399.0,0.0,0.0,2301.0,281.0,1443.0,
731,1490.0,358.0,1391.0,0.0,0.0,2316.0,280.0,2181.0,
732,1445.0,258.0,1401.0,0.0,0.0,2313.0,336.0,2592.0,
733,1506.0,359.0,1329.0,0.0,0.0,2318.0,279.0,1451.0,
734,1358.0,366.0,1326.0,0.0,0.0,2305.0,286.0,1545.0,
735,1465.0,371.0,1314.0,0.0,0.0,2339.0,248.0,439.0,
736,2632.0,381.0,1339.0,0.0,0.0,2340.0,287.0,1502.0,
737,1785.0,437.0,1325.0,0.0,0.0,2300.0,279.0,1484.0,
738,1487.0,379.0,1347.0,0.0,0.0,2346.0,216.0,2690.0,
739,864.0,388.0,1385.0,0.0,0.0,2343.0,286.0,1456.0,
740,815.0,307.0,1409.0,0.0,0.0,2295.0,278.0,1536.0,
741,1487.0,381.0,1378.0,0.0,0.0,2290.0,299.0,120.0,
742,1555.0,408.0,1409.0,0.0,0.0,2320.0,282.0,1503.0,
743,2506.0,460.0,1427.0,0.0,0.0,2325.0,336.0,1481.0,
744,1473.0,384.0,1434.0,0.0,0.0,2347.0,299.0,1455.0,
745,1561.0,391.0,1457.0,0.0,0.0,2294.0,290.0,1449.0,
746,1299.0,315.0,1428.0,0.0,0.0,2330.0,227.0,1477.0,
747,1501.0,389.0,1439.0,0.0,0.0,2322.0,280.0,1504.0,
748,1496.0,385.0,1468.0,0.0,0.0,2338.0,300.0,1522.0,
749,1390.0,461.0,1439.0,0.0,0.0,2388.0,305.0,1479.0,
750,1469.0,390.0,1442.0,0.0,0.0,2337.0,282.0,1465.0,
751,1474.0,386.0,1477.0,0.0,0.0,2315.0,297.0,1471.0,
752,1673.0,395.0,1449.0,0.0,0.0,2288.0,287.0,1818.0,
753,1560.0,297.0,1459.0,0.0,0.0,2292.0,361.0,2585.0,
754,1514.0,394.0,1442.0,0.0,0.0,2336.0,283.0,1569.0,
755,1173.0,396.0,1449.0,0.0,0.0,2283.0,292.0,1611.0,
756,1536.0,397.0,1448.0,0.0,0.0,2302.0,236.0,638.0,
757,2595.0,389.0,1440.0,0.0,0.0,2288.0,296.0,1537.0,
758,2194.0,468.0,1438.0,0.0,0.0,2332.0,294.0,1562.0,
759,1565.0,396.0,1435.0,0.0,0.0,2348.0,303.0,2739.0,
760,1434.0,402.0,1464.0,0.0,0.0,2302.0,292.0,1581.0,
761,749.0,317.0,1424.0,0.0,0.0,2332.0,305.0,1648.0,
762,1605.0,393.0,1417.0,0.0,0.0,2325.0,311.0,277.0,
763,1645.0,404.0,1442.0,0.0,0.0,2296.0,306.0,1611.0,
764,2627.0,449.0,1440.0,0.0,0.0,2345.0,358.0,1748.0,
765,1672.0,394.0,1399.0,0.0,0.0,2383.0,330.0,1750.0,
766,1755.0,391.0,1395.0,0.0,0.0,2376.0,367.0,1724.0,
767,1214.0,329.0,1364.0,0.0,0.0,2406.0,374.0,1786.0,
768,1724.0,390.0,1378.0,0.0,0.0,2429.0,371.0,1780.0,
769,1749.0,390.0,1368.0,0.0,0.0,2421.0,355.0,1809.0,
770,1796.0,392.0,1320.0,0.0,0.0,2457.0,382.0,1883.0,
771,1740.0,372.0,1330.0,0.0,0.0,2348.0,302.0,1036.0,
772,1745.0,388.0,1371.0,0.0,0.0,2416.0,377.0,1831.0,
773,2014.0,387.0,1370.0,0.0,0.0,2408.0,373.0,2087.0,
774,1799.0,303.0,1420.0,0.0,0.0,2390.0,451.0,2809.0,
775,1749.0,394.0,1398.0,0.0,0.0,2379.0,374.0,1909.0,
